Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
henrik fransson,82.7,875.0,83,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
hiroshi ishikawa,73.6,765.0,74,IPF,2024-11-11,world open equipped powerlifting championships
hubert wagner,82.8,815.0,83,IPF,2013-11-04,world powerlifting championships
ian bell,104.25,1047.5,105,IPF,2024-11-11,world open equipped powerlifting championships
ian bell,92.67,958.5,93,IPF,2017-07-24,world games
igor gagin,119.3,1025.0,120,EPF,2012-05-08,european open powerlifting championships
ilya marichev,58.53,645.0,59,EPF,2019-05-04,european equipped powerlifting championships
ilya marichev,65.8,815.5,66,IPF,2021-08-23,world juniors sub-juniors & masters championships
ilya mishin,73.85,785.0,74,IPF,2018-09-03,world juniors & sub-juniors championships
ivan davudov,73.6,817.5,74,EPF,2014-05-07,european open powerlifting championships
ivan goryachev,119.05,1045.0,120,IPF,2021-11-08,world powerlifting championships
ivan korol,82.2,835.0,83,EPF,2017-05-08,european equipped powerlifting championships
ivaylo hristov,118.35,1065.0,120,EPF,2013-05-07,european open powerlifting championships
jacek spychała,82.56,860.0,83,IPF,2017-11-13,world powerlifting championships
jacek wiak,104.7,1007.5,105,EPF,2011-05-03,european powerlifting championships
jacek wiak,115.98,1045.0,120,IPF,2011-11-08,world powerlifting championships
jack johnson #1,104.45,930.0,105,IPF,2024-11-11,world open equipped powerlifting championships
jack söderberg,82.58,822.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
james vang,65.04,747.5,66,IPF,2019-11-18,world powerlifting championships
jan bast,92.58,900.0,93,IPF,2014-11-03,world powerlifting championships
jan wegiera,91.48,942.5,93,IPF,2014-11-03,world powerlifting championships
jared martin #1,132.55,1112.5,120+,IPF,2024-11-11,world open equipped powerlifting championships
jarosław olech,73.05,908.0,74,IPF,2017-11-13,world powerlifting championships
jarosław olech,72.25,880.0,83,IPF,2013-07-30,world games
jeroen van heesvelde,104.48,947.5,105,EPF,2022-05-03,european powerlifting championships
jeroen van heesvelde,117.67,985.0,120,IPF,2019-11-18,world powerlifting championships
jesse burttschell,119.3,987.5,120,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
