Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
kwaku nyarko,57.5,577.5,59,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kyle graham,82.2,750.0,83,IPF,2022-06-06,world classic powerlifting championships
kyle nowak #1,65.54,667.5,66,IPF,2023-08-27,world junior and sub-junior classic championships
kyota ushiyama,65.65,692.5,66,IPF,2024-06-15,world classic powerlifting championships
layne norton,91.48,798.0,93,IPF,2015-06-05,world classic powerlifting championships
leon pham,65.97,642.5,66,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
leonardo sucitra,73.6,722.5,74,IPF,2024-06-15,world classic powerlifting championships
levon tavakalov,104.84,875.0,105,IPF,2021-09-23,world classic powerlifting championships
ls mcclain,104.56,830.0,105,IPF,2022-10-08,world masters classic & equipped powerlifting championships
ls mcclain,92.78,827.5,93,IPF,2017-06-14,world classic powerlifting championships
luca umberto angrisano,92.55,800.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucas wiseman,118.7,900.0,120,IPF,2024-06-15,world classic powerlifting championships
luke richardson #1,147.25,1010.5,120+,EPF,2018-11-24,european classic powerlifting championships
luke talley #1,52.25,496.0,53,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
luke tremblay,104.1,825.0,105,IPF,2019-06-04,world classic powerlifting championships
lászló póta,72.7,690.0,74,IPF,2023-08-27,world junior and sub-junior classic championships
léoluca bruzzese,65.84,642.5,66,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
mads pedersen,82.34,742.5,83,EPF,2024-03-12,european open classic powerlifting championships
maksim prokhorov,152.55,925.0,120+,EPF,2021-12-03,european classic powerlifting championships
malik bernoussi triolet,92.62,808.0,93,IPF,2023-08-27,world junior and sub-junior classic championships
manson adagu,82.95,802.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
marc rius i pecanins,91.8,805.0,93,EPF,2023-12-04,european open classic powerlifting championships
marcin goleń,104.76,847.5,105,IPF,2017-06-14,world classic powerlifting championships
marcos albaladejo castro,72.95,720.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
marcos souto romero,73.9,702.5,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
mark tobias,65.8,635.0,66,IPF,2019-06-04,world classic powerlifting championships
martin hladík,82.7,742.5,83,IPF,2024-06-15,world classic powerlifting championships
martins kruze,159.42,965.0,120+,IPF,2016-06-19,world classic powerlifting championships
mateusz grzesik,119.5,890.0,120,EPF,2022-11-25,european classic powerlifting championships
matt foddrill,73.45,700.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
matteo moretto,82.1,745.0,83,IPF,2021-09-23,world classic powerlifting championships
matteo morri,73.85,702.5,74,EPF,2024-09-13,western european powerlifting championships
matthew pond,82.75,742.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
mattia perazzuolo,103.15,832.5,105,EPF,2019-11-29,european classic powerlifting championships
maximilian eisinger,82.45,740.0,83,IPF,2023-06-11,world classic powerlifting championships
maximilian heidenreich,117.06,890.5,120,EPF,2023-12-04,european open classic powerlifting championships
maxwell gyamfi,92.7,857.5,93,IPF,2024-06-15,world classic powerlifting championships
maxym potyomkin,116.9,877.5,120,IPF,2016-06-19,world classic powerlifting championships
mehdi tahmasebi boldaji,92.8,825.0,93,IPF,2023-06-11,world classic powerlifting championships
michael davis #1,104.8,912.5,105,IPF,2023-03-25,sheffield powerlifting championships
michael rand,104.2,820.0,105,IPF,2024-06-15,world classic powerlifting championships
michael tuchscherer,119.0,915.0,120,IPF,2014-06-01,world classic powerlifting championships
micheal seay,73.55,732.5,74,IPF,2019-06-04,world classic powerlifting championships
mikalai haravoi,103.2,832.5,105,EPF,2019-11-29,european classic powerlifting championships
mikalai haravoi,92.75,790.0,93,EPF,2018-11-24,european classic powerlifting championships
mikhail andryukhin,65.9,642.5,66,IPF,2014-06-01,world classic powerlifting championships
mitchell fountain,102.95,832.5,105,IPF,2017-06-14,world classic powerlifting championships
mohamed bouafia,119.7,945.0,120,IPF,2014-06-01,world classic powerlifting championships
mohamed lakehal,59.0,570.0,59,IPF,2016-06-19,world classic powerlifting championships
mohamed sahad,119.25,925.0,120,IPF,2023-06-11,world classic powerlifting championships
mojtaba maleki,156.85,927.5,120+,IPF,2015-06-05,world classic powerlifting championships
mykhaylo bulanyy,93.0,847.5,93,IPF,2014-06-01,world classic powerlifting championships
māris juzups,119.8,872.5,120,EPF,2018-11-24,european classic powerlifting championships
nathan gevao,83.0,782.5,83,IPF,2022-08-31,world junior classic powerlifting championships
nathan gevao,92.62,810.0,93,IPF,2023-08-27,world junior and sub-junior classic championships
nathaniel massiah,92.8,845.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
nick manders,82.55,797.5,83,IPF,2023-06-11,world classic powerlifting championships
nick tylutki,103.79,822.5,105,IPF,2015-06-05,world classic powerlifting championships
nicolas peyraud,104.24,840.0,105,IPF,2021-09-23,world classic powerlifting championships
nicolas peyraud,118.8,907.5,120,IPF,2024-06-15,world classic powerlifting championships
niko lappi,92.71,792.5,93,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
nikolay zemtsov,82.42,747.5,83,IPF,2021-09-23,world classic powerlifting championships
nonso chinye,118.3,938.0,120,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
oleksii titov,65.94,635.0,66,IPF,2021-09-23,world classic powerlifting championships
oliva kirisome,178.4,925.0,120+,IPF,2016-06-19,world classic powerlifting championships
olivier vervalle,118.8,880.0,120,IPF,2022-06-06,world classic powerlifting championships
olivér susa,104.95,822.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
owen hubbard,82.49,777.0,83,IPF,2018-06-06,world classic powerlifting championships
pablo anderson perez,73.3,740.0,74,IPF,2024-06-15,world classic powerlifting championships
panagiotis tarinidis,65.65,707.5,66,IPF,2024-06-15,world classic powerlifting championships
pascal suckow,92.25,790.0,93,IPF,2022-06-06,world classic powerlifting championships
patrick kürzi,82.15,755.0,83,IPF,2024-06-15,world classic powerlifting championships
paul harayo,115.44,865.0,120,IPF,2023-08-27,world junior and sub-junior classic championships
paul rembauville,73.9,745.0,74,IPF,2023-06-11,world classic powerlifting championships
paul rembauville,82.06,797.5,83,EPF,2024-03-12,european open classic powerlifting championships
pavel marda,73.98,717.5,74,IPF,2016-06-19,world classic powerlifting championships
pavlo nakonechnyy,174.4,1010.5,120+,EPF,2018-11-24,european classic powerlifting championships
percy covic,113.92,875.0,120,IPF,2023-08-27,world junior and sub-junior classic championships
peyton johnson #1,91.5,790.0,93,IPF,2023-08-27,world junior and sub-junior classic championships
pierre renaud,82.47,747.5,83,EPF,2022-09-09,western european powerlifting championships
piotr sadowski #1,119.75,900.0,120,IPF,2018-06-06,world classic powerlifting championships
quentin gilbert,92.85,785.0,93,IPF,2015-06-05,world classic powerlifting championships
ray williams #1,181.22,1090.0,120+,IPF,2017-06-14,world classic powerlifting championships
regin sga stergakis,104.45,903.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
rene caky,103.15,891.0,105,EPF,2021-12-03,european classic powerlifting championships
rené hofer,92.85,785.0,93,EPF,2022-11-25,european classic powerlifting championships
riccardo angelini,73.98,705.0,74,IPF,2021-09-23,world classic powerlifting championships
richard cho,73.65,705.5,74,IPF,2019-06-04,world classic powerlifting championships
richard van bezooijen,91.6,805.0,93,IPF,2024-06-15,world classic powerlifting championships
richmond baiden,92.75,830.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
robin larsson,92.54,805.0,93,EPF,2023-12-04,european open classic powerlifting championships
rogerio almeida de sousa,118.75,872.5,120,IPF,2024-06-15,world classic powerlifting championships
rondel hunte,104.7,883.5,105,IPF,2018-06-06,world classic powerlifting championships
ross leppala,82.4,747.5,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
rubén fuentes medina,103.1,840.0,105,EPF,2024-03-12,european open classic powerlifting championships
rubén fuentes medina,91.53,802.5,93,EPF,2022-11-25,european classic powerlifting championships
rubén rico martín,200.0,952.5,120+,IPF,2023-06-11,world classic powerlifting championships
rubén rodríguez castro,92.45,780.0,93,EPF,2021-12-03,european classic powerlifting championships
russel orhii,82.65,843.5,83,IPF,2024-06-15,world classic powerlifting championships
ryan duffield,91.3,787.5,93,EPF,2023-09-08,western european powerlifting championships
ryan yong,58.66,560.0,59,IPF,2023-08-27,world junior and sub-junior classic championships
ryuichiro kubota,66.0,647.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
saheed aregbe,82.65,770.5,83,EPF,2024-09-13,western european powerlifting championships
sam watt,103.75,860.0,105,EPF,2019-11-29,european classic powerlifting championships
