Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
rüdiger hopp,102.52,600.0,105,IPF,2015-09-28,world masters powerlifting championships
rüdiger hopp,105.05,572.5,120,IPF,2018-10-02,world masters powerlifting championships
sadam ikbai,103.15,867.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
saeid motamedi sedeh,77.64,590.0,83,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
saeverot herner,92.2,645.0,93,IPF,2019-10-07,world masters powerlifting championships
saifolla tilyeubyerd,118.85,1082.5,120,IPF,2024-11-11,world open equipped powerlifting championships
sajjad sarray,57.95,487.5,59,IPF,2021-08-23,world juniors sub-juniors & masters championships
salim aulad thani,81.29,645.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
salvatore pisasale,65.58,702.5,66,EPF,2017-05-08,european equipped powerlifting championships
salvatore venuto,82.77,685.0,83,EPF,2011-07-05,european masters powerlifting championships
sam bassan,83.9,720.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
sam harvey #1,118.8,720.0,120,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
sam ignatious,82.74,690.0,83,IPF,2023-08-24,world junior and sub-junior equipped championships
sam matthews,92.17,762.5,93,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
samat asanov,51.57,450.0,53,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
sami al barni,98.75,585.0,105,IPF,2024-10-05,world classic & equipped masters powerlifting championships
sami hakkarainen,104.24,885.0,105,EPF,2011-05-03,european powerlifting championships
sami nieminen,73.75,735.0,74,IPF,2011-11-08,world powerlifting championships
sami pullinen,119.66,962.5,120,IPF,2011-11-08,world powerlifting championships
sami siltala,73.17,665.0,74,IPF,2014-09-21,world masters powerlifting championships
samuel lederleitner,118.9,930.0,120,IPF,2024-11-11,world open equipped powerlifting championships
samuel molnar,89.75,605.0,93,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
samuli kokkarinen,82.7,757.5,83,IPF,2017-10-01,world masters powerlifting championships
sandeep singh #6,128.95,550.0,120+,IPF,2018-09-03,world juniors & sub-juniors championships
sandro d'angelo,81.11,670.0,83,IPF,2013-09-24,world masters powerlifting championships
sandro rossi,91.15,665.0,93,EPF,2013-07-09,european masters powerlifting championships
santeri helin,118.37,832.5,120,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
sanzharbek ulugbekov,65.0,510.0,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
sarath krishnan r,92.54,765.0,93,IPF,2023-08-24,world junior and sub-junior equipped championships
sascha kabisch,119.05,852.5,120,IPF,2013-11-04,world powerlifting championships
sascha stendebach,92.79,955.0,93,IPF,2017-07-24,world games
sascha tripke,73.62,620.0,74,EPF,2016-07-12,european masters powerlifting championships
saul rivera espada,65.03,635.0,66,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
sava marcov darcov,82.2,675.0,83,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
saveliy kirimeyskiy,58.96,570.0,59,EPF,2017-05-08,european equipped powerlifting championships
saveliy pavlov,57.7,365.0,59,IPF,2018-10-02,world masters powerlifting championships
saša cvetković,114.5,655.0,120,EPF,2018-10-12,balkan cup
scott dobbins,119.15,1022.5,120,IPF,2021-11-08,world powerlifting championships
scott hall #1,139.46,855.0,120+,IPF,2015-11-09,world powerlifting championships
scott simon #1,115.9,870.0,120,IPF,2024-11-11,world open equipped powerlifting championships
sean dunston,73.48,632.5,74,IPF,2017-10-01,world masters powerlifting championships
sean muir,73.6,650.0,74,IPF,2014-09-21,world masters powerlifting championships
sebastian bordea,65.3,547.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
sebastian daudon bakken,76.51,690.0,83,EPF,2015-09-26,arnold's europe powerlifting championships
sebastian kaindl,101.7,865.0,105,EPF,2015-10-10,danube cup
sebastian kienast,73.1,610.0,74,EPF,2021-07-07,european masters powerlifting championships
sebastian kienast,80.71,635.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
sebastian white,119.5,925.0,120,EPF,2016-04-14,european sub-juniors & juniors championships
sebastien dechamps,130.0,795.0,120+,EPF,2011-06-11,european junior & sub-junior powerlifting championships
seiken sano,111.4,780.0,120,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
semen chernousov,58.82,512.5,59,EPF,2018-05-06,european men's championships
semen dukshanin,104.66,665.0,105,EPF,2017-05-08,european equipped powerlifting championships
semen dukshanin,118.25,780.0,120,IPF,2018-09-03,world juniors & sub-juniors championships
semen dukshanin,138.9,1010.0,120+,IPF,2021-08-23,world juniors sub-juniors & masters championships
sen yang,104.6,1027.5,105,IPF,2017-11-13,world powerlifting championships
sen yang,114.85,1095.0,105+,IPF,2022-07-08,world games
sen yang,117.15,1105.0,120,IPF,2023-11-13,world open equipped powerlifting championships
sena mochizuki,64.9,520.0,66,IPF,2018-09-03,world juniors & sub-juniors championships
seppo flink,58.7,280.0,59,EPF,2013-07-09,european masters powerlifting championships
seppo norpila,92.68,672.5,93,IPF,2011-09-26,world masters powerlifting championships
serge monseu,100.42,580.0,105,EPF,2014-07-08,european masters powerlifting championships
serge piret,99.55,605.0,105,EPF,2013-07-09,european masters powerlifting championships
sergei gaishinetc,73.45,882.5,74,IPF,2018-11-05,world powerlifting championships
sergei popov,58.11,505.0,59,EPF,2019-05-04,european equipped powerlifting championships
sergey asaturov,73.37,590.0,74,IPF,2011-11-08,world powerlifting championships
sergey burmistrov,119.58,850.0,120,EPF,2012-07-17,european masters powerlifting championships
sergey chizhikov,58.6,527.5,59,EPF,2015-04-07,european sub-junior & junior powerlifting championships
sergey fedosienko,58.4,765.0,59,IPF,2019-11-18,world powerlifting championships
sergey fedosienko,56.82,743.0,66,IPF,2013-07-30,world games
sergey gladkikh,65.93,820.0,66,IPF,2019-11-18,world powerlifting championships
sergey iazykov,115.0,645.0,120,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
sergey korneychuk,72.45,760.0,74,EPF,2011-06-11,european junior & sub-junior powerlifting championships
sergey kulbizhekov,130.92,767.5,120+,IPF,2013-09-24,world masters powerlifting championships
sergey levin,58.74,627.5,59,EPF,2011-05-03,european powerlifting championships
sergey mashintsov,100.85,1030.0,105,IPF,2017-11-13,world powerlifting championships
sergey mashintsov,92.81,977.5,93,EPF,2015-05-06,european open men's championships
sergey pustovalov,64.84,387.5,66,EPF,2012-07-17,european masters powerlifting championships
sergey rykov,73.75,567.5,74,EPF,2012-07-17,european masters powerlifting championships
sergey usov,103.39,886.0,105,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
sergey usov,118.95,1047.5,120,EPF,2014-04-09,european sub-juniors & juniors championships
sergii bilyi,103.7,1092.5,105,EPF,2019-05-04,european equipped powerlifting championships
sergii bilyi,92.15,1022.5,93,IPF,2015-11-09,world powerlifting championships
sergii kovalenko,90.11,735.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
sergio lerma,91.76,850.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
sergio vindas rodriguez,107.62,652.5,120,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
sergio zanetti,72.81,470.0,74,EPF,2016-07-12,european masters powerlifting championships
sergiy antonyuk,58.9,640.0,59,EPF,2012-05-08,european open powerlifting championships
sergiy bozhuk,100.84,767.5,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
sergiy krasiy,91.1,852.5,93,EPF,2018-05-06,european men's championships
sergiy pevnev,106.56,985.0,120,IPF,2011-11-08,world powerlifting championships
sevak manukyan,58.93,540.0,59,IPF,2011-11-08,world powerlifting championships
shane brady,92.55,857.5,93,IPF,2018-11-05,world powerlifting championships
shane martin,111.68,920.0,120,IPF,2017-11-13,world powerlifting championships
shane martin,127.78,875.0,120+,IPF,2022-11-14,world open equipped powerlifting championships
shao-kui yan,89.25,692.5,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
sharma gourav,118.0,835.0,120,IPF,2022-08-27,world junior equipped powerlifting championships
shashank joshi,101.85,817.5,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
shaun haynes,82.49,647.5,83,EPF,2015-09-11,western european powerlifting championships
shaun o'meara,140.21,810.0,120+,IPF,2011-11-08,world powerlifting championships
shaun penney,72.73,577.5,74,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
shavkatbek gapurzhanov,73.76,570.0,74,IPF,2023-08-24,world junior and sub-junior equipped championships
shawn warren #1,65.05,575.0,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
sheldon duncan,110.96,820.0,120,IPF,2012-10-02,world masters powerlifting championships
shigeki minami,112.76,810.0,120,IPF,2011-11-08,world powerlifting championships
shinjun oshiro,56.98,442.5,59,IPF,2012-10-02,world masters powerlifting championships
shinnosuke tomita,82.95,827.5,83,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
shinnosuke tomita,89.55,707.5,93,IPF,2018-09-03,world juniors & sub-juniors championships
shogen iizuka,92.6,760.0,93,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
shogo kono,58.01,547.5,59,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
shogo kono,65.8,592.5,66,IPF,2018-09-03,world juniors & sub-juniors championships
shokei watanabe,58.35,525.0,59,IPF,2019-08-26,world juniors & sub-juniors championships
shota fudo,64.98,432.5,66,IPF,2019-08-26,world juniors & sub-juniors championships
shota murakami,73.89,610.0,74,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
shoya kaneko,92.65,657.5,93,IPF,2021-08-23,world juniors sub-juniors & masters championships
shugo majima,115.2,835.0,120,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
shunsuke yabu,65.15,460.0,66,IPF,2024-10-05,world classic & equipped masters powerlifting championships
shuto inoue,78.77,497.5,83,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
shyaam sundar r s,118.52,817.5,120,IPF,2023-08-24,world junior and sub-junior equipped championships
siddan jimmy,65.15,487.5,66,IPF,2018-09-03,world juniors & sub-juniors championships
sigurjón ólafsson,90.1,180.0,93,IPF,2024-11-11,world open equipped powerlifting championships
sigve valentinsen,85.92,772.5,93,EPF,2013-07-09,european masters powerlifting championships
silas krejci,81.28,727.5,83,IPF,2019-08-26,world juniors & sub-juniors championships
silver nahkur,82.16,615.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
silviu popsa,130.6,877.5,120+,EPF,2012-05-08,european open powerlifting championships
simon berg rasmussen,91.8,665.0,93,EPF,2017-05-08,european equipped powerlifting championships
simon konjhodzic björndahl,82.65,665.0,83,IPF,2022-08-27,world junior equipped powerlifting championships
simone carniel,82.95,842.5,83,IPF,2019-11-18,world powerlifting championships
simone carniel,86.57,805.0,93,EPF,2016-09-08,western european powerlifting championships
simone sanasi,82.95,817.5,83,EPF,2016-05-11,european powerlifting championships
sindre osteraas,104.01,815.0,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
sindri freyr arnarsson,65.32,515.0,66,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
siviu popsa,118.3,755.0,120,EPF,2011-03-19,danube cup
socrates meza-ayala,92.25,700.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
sodbaatar byambajargal,82.45,625.0,83,IPF,2022-08-27,world junior equipped powerlifting championships
sofat sahil,84.82,647.5,93,IPF,2023-08-24,world junior and sub-junior equipped championships
sofiane belkesir,104.84,1020.0,105,IPF,2017-11-13,world powerlifting championships
sofiane belkesir,116.0,1055.0,105+,IPF,2022-07-08,world games
sofiane belkesir,117.65,1095.0,120,IPF,2024-11-11,world open equipped powerlifting championships
sorin cazacu,118.84,917.5,120,IPF,2014-09-21,world masters powerlifting championships
sorin cazacu,125.72,930.0,120+,EPF,2017-07-11,european masters championships
spencer herrick,132.11,617.5,120+,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
spiros zamprakos,64.8,410.0,66,EPF,2018-10-12,balkan cup
srdjan trinfunovic,65.4,522.5,66,EPF,2011-03-19,danube cup
stalin coello,74.0,677.5,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
stan chatis,101.52,535.0,105,IPF,2011-09-26,world masters powerlifting championships
stan goss,82.32,537.5,83,IPF,2011-09-26,world masters powerlifting championships
stan macrow,69.13,502.5,74,EPF,2013-07-09,european masters powerlifting championships
stanislav macák,116.23,730.0,120,EPF,2023-07-05,european equipped masters powerlifting championships
stanislav markov,119.94,675.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
stanislav pryakhin,83.0,702.5,83,IPF,2019-10-07,world masters powerlifting championships
steen wissing,90.66,535.0,93,EPF,2016-07-12,european masters powerlifting championships
stefan forss,77.05,457.5,83,EPF,2022-07-06,european masters equipped powerlifting championships
stefan olsson,92.06,725.0,93,EPF,2013-07-09,european masters powerlifting championships
stefan pielorz,140.49,900.0,120+,EPF,2014-07-08,european masters powerlifting championships
stefan straßer,58.0,435.0,59,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
stefan tran,52.87,482.5,53,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
stefano balma,104.22,737.5,105,EPF,2014-09-11,western european powerlifting championships
stefano bonifazi,103.56,777.5,105,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
stefano giommarresi,85.7,680.0,93,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
stefano robol,82.64,785.0,83,EPF,2019-05-04,european equipped powerlifting championships
steffan hansen,104.23,827.5,105,IPF,2022-11-14,world open equipped powerlifting championships
steffen burk,70.45,542.5,74,EPF,2011-06-11,european junior & sub-junior powerlifting championships
steffen holm,72.9,555.0,74,EPF,2018-07-03,european masters championships
stephan arndt,114.02,820.0,120,IPF,2014-09-21,world masters powerlifting championships
stephan vorup,118.6,732.5,120,EPF,2024-05-01,european equipped masters powerlifting championships
stephane virga,150.5,830.0,120+,EPF,2011-07-05,european masters powerlifting championships
stephen king #1,82.4,545.0,83,IPF,2024-10-05,world classic & equipped masters powerlifting championships
stephen king #1,85.06,625.0,93,IPF,2012-10-02,world masters powerlifting championships
stephen king #2,147.9,977.5,120+,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
stephen manuel,91.05,825.0,93,EPF,2011-06-11,european junior & sub-junior powerlifting championships
stephen price,58.89,532.5,59,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
stephen price,64.2,602.5,66,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
stephen simpson #2,91.85,332.5,93,IPF,2024-11-11,world open equipped powerlifting championships
steve chomitz,104.42,640.0,105,IPF,2011-09-26,world masters powerlifting championships
steve cumming,92.68,747.5,93,IPF,2014-09-21,world masters powerlifting championships
steve doyle,91.6,780.0,93,IPF,2024-11-11,world open equipped powerlifting championships
steve lousich,119.54,762.5,120,IPF,2012-10-02,world masters powerlifting championships
steve magistrale,119.74,865.0,120,IPF,2011-11-08,world powerlifting championships
steve magistrale,132.6,885.0,120+,IPF,2018-10-02,world masters powerlifting championships
steve mann #1,119.75,992.5,105+,IPF,2022-07-08,world games
steve mann #1,119.32,992.5,120,IPF,2022-10-08,world masters classic & equipped powerlifting championships
steve ringoot,119.97,830.0,120,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
steve ringoot,145.28,985.0,120+,IPF,2016-11-14,world open championships
steve walker #1,73.3,615.0,74,IPF,2016-10-03,world masters championships
steven barber,102.0,695.0,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
steven davenport,132.76,912.5,120+,IPF,2013-09-24,world masters powerlifting championships
steven gott,109.91,742.5,120,EPF,2012-07-17,european masters powerlifting championships
steven green,146.56,775.0,120+,IPF,2012-10-02,world masters powerlifting championships
steven juraszek,73.46,467.5,74,IPF,2012-10-02,world masters powerlifting championships
steven tyers,63.92,610.0,66,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
stian walgermo,104.54,1030.0,105,IPF,2015-11-09,world powerlifting championships
stoyan markov,73.4,585.0,74,EPF,2011-03-19,danube cup
strahinja šiškov,110.1,515.0,120,EPF,2018-10-12,balkan cup
sturla abrahamsen maeland,92.46,862.5,93,EPF,2022-05-03,european powerlifting championships
sturla mæland abrahamsen,92.41,860.0,93,EPF,2019-05-04,european equipped powerlifting championships
stéphane barataud,73.43,542.5,74,EPF,2017-07-11,european masters championships
stéphane barataud,82.04,610.0,83,EPF,2018-07-03,european masters championships
stéphane coudoux,91.02,650.0,93,IPF,2015-09-28,world masters powerlifting championships
sukh-ochir yura,92.4,662.5,93,IPF,2015-09-28,world masters powerlifting championships
sumiyabazar jamiyansuren,72.8,555.0,74,IPF,2022-08-27,world junior equipped powerlifting championships
sune bak,104.78,905.0,105,IPF,2016-10-03,world masters championships
sune bak,118.99,927.5,120,IPF,2011-11-08,world powerlifting championships
sunil chahal,73.24,725.0,74,EPF,2015-05-06,european open men's championships
suradzh chebotar,65.55,690.0,66,EPF,2016-05-11,european powerlifting championships
sven den houting,104.39,782.5,105,EPF,2017-09-14,western european championships
sven jansen,177.0,800.0,120+,EPF,2016-09-08,western european powerlifting championships
sven jøran haugen,97.2,587.5,105,EPF,2022-07-06,european masters equipped powerlifting championships
sven jøran haugen,113.92,690.0,120,EPF,2013-07-09,european masters powerlifting championships
sven laenen,103.8,700.0,105,EPF,2024-09-13,western european powerlifting championships
sven laenen,108.04,690.0,120,EPF,2022-09-09,western european powerlifting championships
sven lange,119.02,770.0,120,EPF,2024-05-01,european equipped masters powerlifting championships
sven lange,120.57,725.0,120+,EPF,2021-07-07,european masters powerlifting championships
sven rogalski,91.96,755.0,93,EPF,2016-07-12,european masters powerlifting championships
sven schäfer,104.14,815.0,105,EPF,2012-07-17,european masters powerlifting championships
svend stensgaard,78.38,250.0,83,EPF,2015-07-14,european masters powerlifting championships
szczepan zimmermann,101.8,855.0,105,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
szilárd bereczki-király,104.25,975.0,105,IPF,2024-11-11,world open equipped powerlifting championships
szymon glowienke,81.2,682.5,83,EPF,2015-04-07,european sub-junior & junior powerlifting championships
szymon kwiecień,57.67,387.5,59,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
szymon moryson,94.0,615.0,105,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
szymon moryson,91.96,640.0,93,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
szymon ostrowski,99.3,700.0,105,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
sæmundur guðmundsson,73.65,460.0,74,IPF,2019-10-07,world masters powerlifting championships
sæmundur guðmundsson,80.72,465.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
sławomir szymura,65.55,517.5,66,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
taavi pehme,111.13,910.0,120,EPF,2011-05-03,european powerlifting championships
tadas gečas,138.75,915.0,120+,IPF,2023-11-13,world open equipped powerlifting championships
tadas kirjanas,52.67,300.0,53,EPF,2018-05-06,european men's championships
tadeáš kronovetr,89.66,770.0,93,IPF,2013-08-27,world juniors & sub-juniors championships
taghi givechi,65.6,345.0,66,IPF,2023-10-08,world masters classic & equipped powerlifting championships
takaaki mizuno,58.89,585.0,59,IPF,2015-11-09,world powerlifting championships
takahiro horiuchi,92.74,615.0,93,IPF,2013-08-27,world juniors & sub-juniors championships
takahiro iimura,58.92,590.0,59,IPF,2012-11-10,world powerlifting championships
takahiro mori,91.6,740.0,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
takahiro ono,73.42,675.0,74,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
takahito akutsu,100.79,915.0,105,IPF,2019-11-18,world powerlifting championships
takayuki arakawa,91.13,852.5,93,IPF,2019-11-18,world powerlifting championships
takeru ikeda,58.47,457.5,59,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
takumi hayashi,65.2,505.0,66,IPF,2013-08-27,world juniors & sub-juniors championships
takumi kawamura,91.0,530.0,93,IPF,2017-08-28,world sub-juniors & juniors powerlifting championships
takuya funamoto,82.12,560.0,83,IPF,2013-08-27,world juniors & sub-juniors championships
takuya ishikawa,65.25,495.0,66,IPF,2024-10-05,world classic & equipped masters powerlifting championships
talyn adams,100.59,710.0,105,IPF,2019-08-26,world juniors & sub-juniors championships
tamas orosi,56.5,445.0,59,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
tamas roka,68.64,540.0,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
tamas sebestyen jr,93.9,767.5,105,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
tamio yasui,76.04,412.5,83,IPF,2015-09-28,world masters powerlifting championships
tanel saimre,108.74,630.0,120,EPF,2021-08-03,european open juniors & sub-juniors powerlifting championships
tanguy penasse,82.4,772.5,83,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
tanguy penasse,87.55,785.0,93,EPF,2014-05-07,european open powerlifting championships
tanner lepage,92.55,760.0,93,IPF,2018-09-03,world juniors & sub-juniors championships
tanner madison,61.91,545.0,66,IPF,2019-08-26,world juniors & sub-juniors championships
tapani laitala,103.84,760.0,105,IPF,2011-09-26,world masters powerlifting championships
tapani laitala,112.47,790.0,120,IPF,2014-09-21,world masters powerlifting championships
tapani puhakka,93.33,410.0,105,IPF,2013-09-24,world masters powerlifting championships
tapani puhakka,89.04,427.5,93,IPF,2014-09-21,world masters powerlifting championships
tapio kähäri,95.46,497.5,105,IPF,2017-10-01,world masters powerlifting championships
tarjei gronaas,58.63,567.5,59,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
tarjei gronaas,61.85,582.5,66,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
tarmo pärna,133.93,780.0,120+,EPF,2024-05-01,european equipped masters powerlifting championships
taro tsutsumi,91.95,657.5,93,IPF,2023-10-08,world masters classic & equipped powerlifting championships
tatsuhiko ueno,65.6,592.5,66,IPF,2019-10-07,world masters powerlifting championships
tatu sokka,65.8,527.5,66,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
tatu sokka,73.24,592.5,74,EPF,2013-04-09,european sub-juniors & juniors powerlifting championships
tautvydas sutkus,72.83,530.0,74,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
tautvydas sutkus,82.6,662.5,83,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
tautvydas variakojis,65.3,550.0,66,EPF,2017-05-08,european equipped powerlifting championships
tavita lipine,103.72,820.0,105,IPF,2012-10-02,world masters powerlifting championships
ted stewart,124.2,535.0,120+,IPF,2016-10-03,world masters championships
teemu hällfors,72.94,535.0,74,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
teemu leppänen,103.84,794.0,105,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
teodor eriksson,73.7,647.5,74,EPF,2023-05-02,european equipped powerlifting championships
teodor radev,82.47,565.0,83,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
tery powell,102.9,867.5,105,IPF,2016-09-03,world sub-juniors & juniors powerlifting championships
tetsuharu katsuta,52.8,410.0,53,IPF,2013-08-27,world juniors & sub-juniors championships
tetsuya horiguchi,76.8,537.5,83,IPF,2015-08-31,world sub-juniors & juniors powerlifting championships
tetsuya kinoshita,72.82,430.0,74,IPF,2013-09-24,world masters powerlifting championships
thembanani makubalo,57.42,385.0,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
theodore longo,81.2,507.5,83,IPF,2019-10-07,world masters powerlifting championships
thierry graff,64.86,520.0,66,EPF,2016-07-12,european masters powerlifting championships
thierry lauilhe,73.24,587.5,74,IPF,2015-09-28,world masters powerlifting championships
thomas arrington,115.3,532.5,120,IPF,2013-09-24,world masters powerlifting championships
thomas cencich,82.64,607.5,83,IPF,2014-09-21,world masters powerlifting championships
thomas cencich,91.45,606.0,93,IPF,2024-10-05,world classic & equipped masters powerlifting championships
thomas gustavsson,82.21,630.0,83,EPF,2024-05-01,european equipped masters powerlifting championships
thomas högberg,104.93,785.0,105,EPF,2011-07-05,european masters powerlifting championships
thomas högberg,106.12,660.0,120,IPF,2017-10-01,world masters powerlifting championships
thomas kalen,81.0,410.0,83,IPF,2013-09-24,world masters powerlifting championships
thomas korell,72.96,652.5,74,EPF,2012-09-28,western european championships
thomas korell,79.5,702.5,83,EPF,2011-09-16,western european powerlifting championships
thomas leffers,104.22,795.0,105,EPF,2017-07-11,european masters championships
thomas leffers,107.42,805.0,120,EPF,2024-05-01,european equipped masters powerlifting championships
thomas markewitz,80.19,605.0,83,EPF,2016-07-12,european masters powerlifting championships
thomas morgan #1,80.95,625.0,83,EPF,2019-05-04,european equipped powerlifting championships
thomas reimers,58.87,490.0,59,EPF,2019-07-03,european masters championships
thomas saunders #1,81.69,677.5,83,EPF,2022-09-09,western european powerlifting championships
thomas schulze,65.62,390.0,66,EPF,2024-05-01,european equipped masters powerlifting championships
thomas soto,51.93,432.5,53,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
thomas soto,58.4,547.5,59,IPF,2013-08-27,world juniors & sub-juniors championships
thomas wulffeld,58.94,552.5,59,IPF,2017-10-01,world masters powerlifting championships
thomas ziegler,103.65,687.5,105,IPF,2013-09-24,world masters powerlifting championships
thomas ziegler,92.26,645.0,93,EPF,2018-07-03,european masters championships
thorleif thorsen,146.52,800.0,120+,EPF,2024-05-01,european equipped masters powerlifting championships
thorsten thenhart,104.64,765.0,105,IPF,2022-10-08,world masters classic & equipped powerlifting championships
thorsten thenhart,112.11,742.5,120,EPF,2019-07-03,european masters championships
tim leitow,103.02,875.0,105,EPF,2017-05-08,european equipped powerlifting championships
tim leitow,92.4,805.0,93,EPF,2015-04-07,european sub-junior & junior powerlifting championships
timmy waxfældt,80.6,675.0,83,EPF,2012-06-05,european juniors & sub-juniors powerlifting championships
timo heiskanen,66.0,605.0,66,IPF,2017-10-01,world masters powerlifting championships
timo heiskanen,73.45,647.5,74,IPF,2018-10-02,world masters powerlifting championships
timo leminen,73.82,600.0,74,EPF,2011-07-05,european masters powerlifting championships
timo lillbacka,104.9,637.5,105,IPF,2017-10-01,world masters powerlifting championships
timo orava,65.88,560.0,66,EPF,2016-07-12,european masters powerlifting championships
timo orava,73.78,597.5,74,EPF,2017-07-11,european masters championships
timur khuziakhmetov,52.95,425.0,53,IPF,2022-08-27,world junior equipped powerlifting championships
tirso espinoza,58.12,637.5,59,IPF,2012-08-28,world sub-juniors & juniors powerlifting championships
tkadleclukas,73.6,630.0,74,EPF,2011-06-11,european junior & sub-junior powerlifting championships
tobias bugert,92.79,670.0,93,EPF,2018-07-03,european masters championships
tobias kokholm,114.1,802.5,120,IPF,2014-09-01,world sub-juniors & juniors powerlifting championships
tobias persen,103.15,900.0,105,EPF,2018-09-14,western european championships
tobias soerensen,73.72,630.0,74,EPF,2024-05-07,european open junior and sub-junior equipped powerlifting championships
tobias zinserling,152.76,1032.5,120+,IPF,2019-11-18,world powerlifting championships
todor vasilev,82.53,850.0,83,IPF,2012-11-10,world powerlifting championships
todor vasilev,88.45,857.5,93,EPF,2014-05-07,european open powerlifting championships
toivo kyllönen,115.15,487.5,120,EPF,2022-07-06,european masters equipped powerlifting championships
toivo kyllönen,121.05,597.5,120+,IPF,2014-09-21,world masters powerlifting championships
tokiyoshi yamamoto,89.58,690.0,93,IPF,2011-08-30,world sub-juniors & juniors powerlifting championships
tom chang,73.5,687.5,74,IPF,2019-11-18,world powerlifting championships
tom gee #1,104.03,810.0,105,EPF,2011-05-03,european powerlifting championships
tom kean,73.8,737.5,74,IPF,2012-10-02,world masters powerlifting championships
tom martin #1,82.59,822.5,83,EPF,2011-05-03,european powerlifting championships
tom o'keefe,90.19,457.5,93,IPF,2013-09-24,world masters powerlifting championships
tom senior,73.35,615.0,74,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
