Name,BodyweightKg,TotalKg,WeightClassKg,Federation,Date,MeetName
khatia khurtsilava,62.3,375.0,63,EPF,2023-12-04,european open classic powerlifting championships
khatia khurtsilava,68.74,332.5,69,IPF,2021-09-23,world classic powerlifting championships
khlifi sarra,46.05,232.5,47,IPF,2022-08-31,world junior classic powerlifting championships
khrys kyriacou,61.62,365.0,63,IPF,2016-06-19,world classic powerlifting championships
khrystyna ulianyk,39.38,202.5,43,IPF,2023-08-27,world junior and sub-junior classic championships
kiara kullamaa,131.7,390.0,84+,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
kiera loftus,62.28,357.5,63,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
kim crumpton,55.75,245.0,57,IPF,2018-06-06,world classic powerlifting championships
kim gough,62.05,330.0,63,IPF,2024-10-05,world classic & equipped masters powerlifting championships
kim grech,72.2,335.0,76,IPF,2023-06-11,world classic powerlifting championships
kim laplante,92.48,455.0,84+,IPF,2016-06-19,world classic powerlifting championships
kim milani,82.85,370.0,84,IPF,2019-06-04,world classic powerlifting championships
kim stevenson,62.54,372.5,63,IPF,2017-06-14,world classic powerlifting championships
kim wilson,62.11,330.0,63,IPF,2018-06-06,world classic powerlifting championships
kimberley beyl,68.2,392.5,69,IPF,2022-06-06,world classic powerlifting championships
kimberly ellis #1,56.25,335.0,57,IPF,2024-10-05,world classic & equipped masters powerlifting championships
kimberly ellis #1,58.98,327.5,63,EPF,2023-02-28,european masters classic powerlifting championships
kimberly pedroza,67.78,317.5,69,IPF,2024-07-23,fisu world university powerlifting championships
kimberly walford,62.25,476.0,63,IPF,2013-06-11,world classic powerlifting championships
kimberly walford,67.6,510.0,69,IPF,2021-09-23,world classic powerlifting championships
kimberly walford,69.03,540.0,72,EPF,2015-09-26,arnold's europe powerlifting championships
kimberly walford,73.0,547.5,76,EPF,2022-01-30,reykjavik international games
kinga gaal,81.7,340.0,84,EPF,2018-11-24,european classic powerlifting championships
kinga świderska,117.05,424.0,84+,EPF,2022-03-24,european university cup
kirase ishii,46.1,150.0,47,IPF,2023-08-27,world junior and sub-junior classic championships
kirke riin laugen,62.95,382.5,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kirsi oja,62.7,357.5,63,IPF,2012-06-12,world classic powerlifting cup
kirsti løken,61.6,295.0,63,EPF,2019-03-05,european masters classic championships
kirsti løken,68.35,329.0,69,IPF,2024-10-05,world classic & equipped masters powerlifting championships
kirsti paloniemi,101.15,340.0,84+,EPF,2018-03-06,european masters classic powerlifting championships
kirsty flores,56.07,342.5,57,IPF,2017-06-14,world classic powerlifting championships
kirsty lei,55.8,397.5,57,IPF,2024-06-15,world classic powerlifting championships
kirsty mccahill,61.06,252.5,63,IPF,2019-07-22,university powerlifting cup
klara mendaš,56.65,330.0,57,IPF,2024-07-23,fisu world university powerlifting championships
klara mezek,66.48,352.5,69,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
klaudia murza,83.3,340.0,84,EPF,2018-11-24,european classic powerlifting championships
klaudia murza,125.95,475.0,84+,EPF,2022-11-25,european classic powerlifting championships
klaudia poszwa,46.4,289.0,47,EPF,2018-11-24,european classic powerlifting championships
klaudia rusztyn,52.0,335.0,52,EPF,2015-03-21,1st european women's classic championships
klaudia szymczak,56.37,315.0,57,EPF,2015-03-21,1st european women's classic championships
kloie nutt,71.7,513.5,72,IPF,2019-06-04,world classic powerlifting championships
klomkliang phattaraporn,87.39,385.0,84+,EPF,2019-09-06,western european championships
klára felzmannová,75.52,400.0,76,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
klára kucharczyková,51.98,290.0,52,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
klára kučerová,51.25,307.5,52,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
klára zmeškalová,69.83,420.0,72,IPF,2019-07-22,university powerlifting cup
klára zmeškalová,71.9,435.0,76,IPF,2021-07-08,world university powerlifting cup
klára zmeškalová,73.13,435.0,84,EPF,2020-02-25,european university cup
kochumol k,78.63,217.5,84,IPF,2021-09-23,world classic powerlifting championships
kolbrun jonsdottir,119.55,500.0,84+,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kolbrún katla jónsdóttir,120.25,422.5,84+,EPF,2023-01-29,reykjavik international games
konstantia christodoulou,111.35,320.0,84+,EPF,2022-11-25,european classic powerlifting championships
kornelia brunnhofer,66.8,417.5,69,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
kotchaphan mai-on,47.0,312.5,47,IPF,2021-09-23,world classic powerlifting championships
kovács kata ráhel,82.59,405.0,84,EPF,2022-03-24,european university cup
kozue nemoto,42.83,270.0,43,IPF,2015-06-05,world classic powerlifting championships
krista määttä,46.9,290.0,47,IPF,2016-06-19,world classic powerlifting championships
krista määttä,51.15,322.5,52,EPF,2016-03-05,european classic powerlifting championships
krista määttä,56.3,387.5,57,EPF,2018-11-24,european classic powerlifting championships
krista sanger,95.6,412.5,84+,IPF,2019-06-04,world classic powerlifting championships
kristel loorits,96.25,360.0,84+,EPF,2016-03-05,european classic powerlifting championships
kristel sas,56.22,357.5,57,EPF,2023-03-16,european classic university powerlifting cup
kristen dunsmore,68.8,440.0,69,IPF,2022-06-06,world classic powerlifting championships
kristen dunsmore,70.2,385.0,72,IPF,2019-06-04,world classic powerlifting championships
kristi polizzano,51.2,285.0,52,IPF,2012-06-12,world classic powerlifting cup
kristiina ahlgrén,113.74,255.0,84+,EPF,2023-02-28,european masters classic powerlifting championships
kristin elliott,70.05,305.0,72,IPF,2014-06-01,world classic powerlifting championships
kristina alekseeva,51.96,267.5,52,IPF,2016-07-11,world university powerlifting cup
kristina cvjetičanin,83.96,362.5,84,EPF,2022-11-25,european classic powerlifting championships
kristina grimstad nordstrand,82.74,397.5,84,EPF,2023-02-28,european masters classic powerlifting championships
kristina grimstad nordstrand,85.9,375.0,84+,EPF,2019-03-05,european masters classic championships
kristina horvat,69.7,480.0,76,IPF,2021-09-23,world classic powerlifting championships
kristina kirilesku,51.7,290.0,52,EPF,2019-11-29,european classic powerlifting championships
kristina lieonienko,42.95,270.5,43,EPF,2019-11-29,european classic powerlifting championships
kristina lieonienko,46.64,275.0,47,IPF,2021-09-23,world classic powerlifting championships
kristina popova,42.92,253.0,43,IPF,2017-06-14,world classic powerlifting championships
kristina rozman,73.38,397.5,76,EPF,2024-03-01,european university cup
kristina torres,55.88,310.0,57,IPF,2016-07-11,world university powerlifting cup
kristina valaitienė,70.85,337.5,72,EPF,2018-11-24,european classic powerlifting championships
kristine almroth,46.52,370.0,47,EPF,2017-03-12,european classic powerlifting championships
kristrun ingunn sveinsdottir,51.75,345.0,52,IPF,2024-06-15,world classic powerlifting championships
kristrun ingunn sveinsdottir,55.96,340.0,57,IPF,2023-08-27,world junior and sub-junior classic championships
kristrún sveinsdóttir,55.6,322.5,57,EPF,2023-01-29,reykjavik international games
kristín þorsteinsdóttir sonnentag,83.5,372.5,84,IPF,2019-01-27,reykjavík international games
kristín þorsteinsdóttir sonnentag,88.75,382.5,84+,IPF,2018-01-28,reykjavik international games
kristín þórhallsdóttir,82.6,580.0,84,IPF,2022-06-06,world classic powerlifting championships
kristýna bedleková,55.5,355.0,57,IPF,2024-06-15,world classic powerlifting championships
kristýna bedleková,57.7,357.5,63,EPF,2024-03-01,european university cup
kristýna obršlíková,62.21,270.0,63,EPF,2015-03-21,1st european women's classic championships
kristýna rakovská,75.91,495.0,76,EPF,2023-12-04,european open classic powerlifting championships
krystsina plisiuk,85.11,345.0,84+,IPF,2016-07-11,world university powerlifting cup
krystsina shlykovich,51.54,282.5,52,IPF,2015-06-05,world classic powerlifting championships
krystsina shlykovich,55.7,285.0,57,EPF,2016-03-05,european classic powerlifting championships
krystyna waterhouse,83.65,455.0,84,EPF,2021-12-03,european classic powerlifting championships
krystyna waterhouse,90.28,475.0,84+,EPF,2023-12-04,european open classic powerlifting championships
ksenia perevozova,62.3,410.0,63,EPF,2018-11-24,european classic powerlifting championships
kseniia subbota,82.4,390.0,84,IPF,2014-06-01,world classic powerlifting championships
kseniya atamanova,63.0,335.0,63,IPF,2016-07-11,world university powerlifting cup
kseniya kupa,80.39,420.0,84,EPF,2019-03-22,european classic cup
kseniya prokhorova #1,57.0,327.5,57,IPF,2013-06-11,world classic powerlifting championships
kseniya prokhorova #1,62.71,367.5,63,EPF,2015-03-21,1st european women's classic championships
kvelland berntsen jane,56.54,322.5,57,IPF,2021-09-23,world classic powerlifting championships
kyia truong,61.95,415.0,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
kylie dwyer,73.25,365.0,76,IPF,2024-10-05,world classic & equipped masters powerlifting championships
kym murray,46.38,282.5,47,IPF,2021-09-23,world classic powerlifting championships
kyoko suzuki,62.3,352.5,63,IPF,2019-06-04,world classic powerlifting championships
kyoko suzuki,64.9,345.0,72,IPF,2016-06-19,world classic powerlifting championships
kyra thomson,71.48,402.5,72,IPF,2017-06-14,world classic powerlifting championships
kübra yılmaz,50.95,242.5,52,IPF,2022-08-31,world junior classic powerlifting championships
lada bessonova,61.1,325.0,63,EPF,2018-11-24,european classic powerlifting championships
lakesha lee,71.65,365.0,76,IPF,2024-10-05,world classic & equipped masters powerlifting championships
lan gaffney,62.2,392.5,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lana kleynhans,67.3,285.0,72,IPF,2019-06-04,world classic powerlifting championships
landish gavina,56.8,387.5,57,EPF,2016-03-05,european classic powerlifting championships
landish gavina,60.15,410.0,63,IPF,2012-06-12,world classic powerlifting cup
laoise quinn,56.34,400.0,57,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
laoise quinn,62.15,432.5,63,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lapanda mampikin,83.1,485.5,84,EPF,2024-02-12,european masters classic powerlifting championships
lara escosura flores,56.83,385.0,57,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lara fumagalli,56.15,412.5,57,EPF,2023-09-08,western european powerlifting championships
lara hinz,83.5,435.0,84,IPF,2022-08-31,world junior classic powerlifting championships
lara lichtnecker,61.82,422.5,63,IPF,2018-06-06,world classic powerlifting championships
lara raffone,75.17,422.5,76,IPF,2024-07-23,fisu world university powerlifting championships
lara vehar,56.78,347.5,57,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
larisa cirule,46.4,215.0,47,EPF,2016-03-05,european classic powerlifting championships
larissa harshagen,88.81,462.5,84+,EPF,2022-09-09,western european powerlifting championships
larysa ivanova,62.55,302.5,63,IPF,2017-06-14,world classic powerlifting championships
laufey agnarsdóttir,83.12,392.5,84,IPF,2018-06-06,world classic powerlifting championships
laura bilicz,78.8,425.0,84,EPF,2019-11-29,european classic powerlifting championships
laura de berdt romilly,75.6,497.5,76,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
laura de wet,68.1,380.0,69,IPF,2022-06-06,world classic powerlifting championships
laura de wet,71.23,397.5,72,IPF,2017-06-14,world classic powerlifting championships
laura etfer,107.41,427.5,84+,IPF,2023-10-31,world university powerlifting cup
laura gwiżdż,51.6,260.0,52,EPF,2019-11-29,european classic powerlifting championships
laura isabel salazar droege,62.95,377.5,63,EPF,2022-11-25,european classic powerlifting championships
laura jelen,82.99,372.5,84,IPF,2024-07-23,fisu world university powerlifting championships
laura margevičiūtė,51.3,285.0,52,EPF,2019-11-29,european classic powerlifting championships
laura mautalen,74.9,555.5,76,IPF,2022-08-31,world junior classic powerlifting championships
laura mcguill,55.8,335.0,57,IPF,2014-06-01,world classic powerlifting championships
laura nathalia varela vallejos,51.32,305.0,52,IPF,2021-09-23,world classic powerlifting championships
laura nathalia varela vallejos,54.67,345.0,57,IPF,2023-10-31,world university powerlifting cup
laura newman,62.54,367.5,63,IPF,2016-06-19,world classic powerlifting championships
laura rettig,68.3,420.0,69,IPF,2024-06-15,world classic powerlifting championships
laura rey villameá,55.45,382.5,57,EPF,2022-11-25,european classic powerlifting championships
laura savolainen,51.65,372.5,52,EPF,2018-11-24,european classic powerlifting championships
laura savolainen,56.64,408.0,57,EPF,2019-09-06,western european championships
laura sorsa,81.4,395.0,84,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
laura vulić,68.44,375.0,69,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
laura walsh,50.06,312.5,52,EPF,2017-03-12,european classic powerlifting championships
lauren domfe,78.95,377.5,84,IPF,2022-10-31,world university powerlifting cup
lauren guignon,56.41,345.0,57,IPF,2015-06-05,world classic powerlifting championships
lauren jansen,51.9,342.5,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lauren miller,51.15,237.5,52,IPF,2017-07-10,world university powerlifting cup
lauren preston,46.1,317.5,47,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lauren recci,50.65,285.0,52,IPF,2021-09-23,world classic powerlifting championships
lauren rooney,114.33,420.0,84+,EPF,2019-09-06,western european championships
lauren varosi-garavaglia,136.08,467.5,84+,IPF,2017-06-14,world classic powerlifting championships
laurence barlieu,68.2,325.0,69,IPF,2024-10-05,world classic & equipped masters powerlifting championships
laurie julien,51.36,385.0,52,EPF,2022-09-09,western european powerlifting championships
laurie macdonald,78.93,365.5,84,IPF,2015-06-05,world classic powerlifting championships
lauris auch,61.95,377.5,63,EPF,2021-12-03,european classic powerlifting championships
laxmi vaishnav bhagya,42.2,242.5,43,IPF,2022-08-31,world junior classic powerlifting championships
layan zein,65.15,387.5,69,IPF,2023-07-18,arab cup
layla taylor,83.35,540.0,84,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lea duquenne,51.89,337.5,52,EPF,2024-03-01,european university cup
lea kannowsky,51.45,335.0,52,EPF,2018-11-24,european classic powerlifting championships
lea schreiner,75.21,532.5,76,EPF,2024-03-12,european open classic powerlifting championships
lea schreiner,78.95,532.5,84,IPF,2024-06-15,world classic powerlifting championships
lea tulipan,51.45,337.5,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lea tulipan,56.76,330.0,57,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
lea zugan,82.12,400.0,84,IPF,2024-07-23,fisu world university powerlifting championships
lea žunić,56.75,357.5,57,IPF,2023-10-31,world university powerlifting cup
lea žunić,60.45,375.0,63,EPF,2024-03-12,european open classic powerlifting championships
leah glickman,55.34,377.5,57,EPF,2024-03-12,european open classic powerlifting championships
leah gregory,97.1,452.5,84+,IPF,2022-08-31,world junior classic powerlifting championships
leah kearney,62.69,382.5,63,EPF,2022-11-25,european classic powerlifting championships
leah kearney,68.39,410.0,69,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
leah lutz,69.5,395.0,72,IPF,2017-06-14,world classic powerlifting championships
leah mears,76.11,302.5,84,IPF,2018-07-09,3rd world university powerlifting cup
leanne jackson,73.2,465.0,76,IPF,2023-08-27,world junior and sub-junior classic championships
lee lipsitz,78.51,395.0,84,IPF,2018-06-06,world classic powerlifting championships
lee yuen ching stella audrey,51.55,372.5,52,IPF,2023-06-11,world classic powerlifting championships
leeann hewitt,156.4,615.5,84+,IPF,2016-06-19,world classic powerlifting championships
leena jokitalo,51.79,297.5,52,IPF,2015-06-05,world classic powerlifting championships
leena jokitalo,55.95,325.5,57,IPF,2024-10-05,world classic & equipped masters powerlifting championships
leena jokitalo-luomakoski,51.55,295.0,52,IPF,2019-06-04,world classic powerlifting championships
leena jokitalo-luomakoski,56.2,325.0,57,EPF,2018-03-06,european masters classic powerlifting championships
leena saastamoinen,75.0,460.0,76,EPF,2021-12-03,european classic powerlifting championships
leigh wetheridge,119.15,579.0,84+,EPF,2019-11-29,european classic powerlifting championships
lena sjøl,56.2,377.5,57,EPF,2016-03-05,european classic powerlifting championships
lena sjøl,62.35,435.0,63,EPF,2019-11-29,european classic powerlifting championships
lene alexandra øien,56.15,270.0,57,EPF,2022-03-07,european classic masters powerlifting championships
lene thorén,119.74,427.5,84+,EPF,2016-02-03,european classic powerlifting cup
lene wollesen,60.85,342.5,63,EPF,2018-11-24,european classic powerlifting championships
lenka pilnikova,46.6,340.0,47,EPF,2021-12-03,european classic powerlifting championships
lenka pilnikova,51.1,350.0,52,EPF,2024-02-12,european masters classic powerlifting championships
lenka strolená,61.65,377.5,63,EPF,2018-11-24,european classic powerlifting championships
lenka veronyova,61.9,320.0,63,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
lenka veronyova,71.0,385.0,76,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lenka wolfová,62.3,335.0,63,EPF,2018-11-24,european classic powerlifting championships
leoni tatman,51.02,372.5,52,IPF,2021-09-23,world classic powerlifting championships
leontine van geffen,128.35,505.0,84+,EPF,2019-11-29,european classic powerlifting championships
lephina d'souza,102.77,442.5,84+,IPF,2019-07-22,university powerlifting cup
lerida cuenca andrea,55.37,330.0,57,EPF,2024-03-01,european university cup
leslie evangelista,46.35,347.5,47,IPF,2019-06-04,world classic powerlifting championships
leslie hoare,82.56,417.5,84,IPF,2017-06-14,world classic powerlifting championships
leslie macko,61.23,190.0,63,IPF,2015-06-05,world classic powerlifting championships
leslie stavenow,71.2,420.0,72,IPF,2019-06-04,world classic powerlifting championships
leya doha,46.25,260.0,47,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lezaan jordaan,82.42,417.5,84,IPF,2017-06-14,world classic powerlifting championships
lianka wurth,60.65,260.0,63,IPF,2019-06-04,world classic powerlifting championships
libby blair,118.2,440.0,84+,EPF,2023-02-28,european masters classic powerlifting championships
lidia grzeskowiak,46.23,272.5,47,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lidija kaleinikovaitė,80.26,312.5,84,EPF,2018-03-23,4th european women's classic powerlifting cup
lidija krivickienė,89.05,377.5,84+,IPF,2024-06-15,world classic powerlifting championships
lieselot van de putte,75.09,347.5,76,EPF,2022-12-17,benelux open powerlifting tournament
liisa asanti,132.88,467.5,84+,IPF,2022-10-08,world masters classic & equipped powerlifting championships
liisa peri,51.1,265.0,52,IPF,2019-07-22,university powerlifting cup
liisa tiensuu,60.68,235.0,63,EPF,2023-02-28,european masters classic powerlifting championships
liisa tiensuu-hirvonen,59.15,247.5,63,IPF,2023-10-08,world masters classic & equipped powerlifting championships
liisi himma,71.25,370.0,72,EPF,2016-03-05,european classic powerlifting championships
lilian kuria,75.91,425.0,76,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lilja helena birath,60.96,267.5,63,EPF,2023-02-28,european masters classic powerlifting championships
lillian chumbly,82.92,440.0,84,IPF,2022-10-08,world masters classic & equipped powerlifting championships
lily erskine,65.59,245.0,72,IPF,2016-07-11,world university powerlifting cup
lily goodyear-sait,74.76,282.5,84,IPF,2016-07-11,world university powerlifting cup
lily riggs,74.9,412.5,76,IPF,2022-08-31,world junior classic powerlifting championships
lilyan jackson,176.0,495.0,84+,IPF,2022-10-08,world masters classic & equipped powerlifting championships
lin donevska,56.48,277.5,57,IPF,2016-06-19,world classic powerlifting championships
lin donevska,62.45,282.5,63,IPF,2014-06-01,world classic powerlifting championships
lin donevska,65.25,295.0,72,IPF,2019-06-04,world classic powerlifting championships
lina alrehaili,51.96,360.0,52,IPF,2023-08-27,world junior and sub-junior classic championships
lina gerutė,59.8,327.5,63,EPF,2018-11-24,european classic powerlifting championships
linda boneccher,80.4,420.0,84,IPF,2022-08-31,world junior classic powerlifting championships
linda engeskaug,45.56,237.5,47,EPF,2024-02-12,european masters classic powerlifting championships
linda gorham,98.95,312.5,84+,IPF,2024-10-05,world classic & equipped masters powerlifting championships
linda guillemette,81.5,315.0,84,IPF,2019-06-04,world classic powerlifting championships
linda jensen,56.35,332.5,57,IPF,2024-10-05,world classic & equipped masters powerlifting championships
linda kaminski,48.92,290.0,52,EPF,2020-03-09,european masters classic powerlifting championships
linda lanzrath,85.14,292.5,84+,EPF,2024-02-12,european masters classic powerlifting championships
linda lynch,66.65,257.5,72,IPF,2017-06-14,world classic powerlifting championships
linda pulsan,70.69,467.5,72,IPF,2015-06-05,world classic powerlifting championships
linda rousseau,79.8,292.5,84,IPF,2016-06-19,world classic powerlifting championships
linda signorini,51.79,305.0,52,EPF,2017-09-14,western european championships
linda thorne,68.28,282.5,69,EPF,2024-02-12,european masters classic powerlifting championships
linda thorne,74.55,265.0,76,IPF,2024-10-05,world classic & equipped masters powerlifting championships
linda vedestig,75.86,410.0,76,EPF,2023-02-28,european masters classic powerlifting championships
linda vedestig,83.15,407.5,84,EPF,2022-03-07,european classic masters powerlifting championships
linda vedestig,90.3,407.5,84+,IPF,2021-09-23,world classic powerlifting championships
linda vixner,75.75,330.0,84,IPF,2014-06-01,world classic powerlifting championships
linde heerkens,51.1,290.0,52,EPF,2019-11-29,european classic powerlifting championships
lindsay rubel,68.2,360.0,69,IPF,2023-10-08,world masters classic & equipped powerlifting championships
line solheim,71.5,312.5,72,IPF,2019-06-04,world classic powerlifting championships
linette bogdan,80.18,432.5,84,IPF,2022-10-08,world masters classic & equipped powerlifting championships
linh nguyen #1,61.84,375.0,63,EPF,2023-02-28,european masters classic powerlifting championships
linn malmsten,62.74,395.0,63,EPF,2024-02-12,european masters classic powerlifting championships
lisa basson,62.75,347.5,63,IPF,2014-06-01,world classic powerlifting championships
lisa grant #2,83.24,385.0,84,IPF,2022-10-08,world masters classic & equipped powerlifting championships
lisa heller,76.99,415.0,84,EPF,2019-09-06,western european championships
lisa herrington,82.15,435.0,84,IPF,2024-10-05,world classic & equipped masters powerlifting championships
lisa kitagawa,73.8,442.5,76,IPF,2022-06-06,world classic powerlifting championships
lisa randazzo,45.66,320.0,47,IPF,2016-06-19,world classic powerlifting championships
lisa rothman,46.66,327.5,47,IPF,2016-06-19,world classic powerlifting championships
lisa vo,51.7,330.0,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lise frederiksen,81.85,435.0,84,EPF,2018-11-24,european classic powerlifting championships
lise madsen,62.25,257.5,63,EPF,2018-03-06,european masters classic powerlifting championships
lise madsen,67.84,220.0,69,EPF,2023-02-28,european masters classic powerlifting championships
lise reierskog,71.5,375.0,72,EPF,2019-03-05,european masters classic championships
lisett lepp laura,61.7,337.5,63,EPF,2016-03-05,european classic powerlifting championships
lisette i hansen,46.8,320.0,47,IPF,2023-06-11,world classic powerlifting championships
liubov zamula,42.16,222.5,43,IPF,2017-06-14,world classic powerlifting championships
liudmila isak,46.7,290.0,47,IPF,2017-06-14,world classic powerlifting championships
liudmyla bychok,75.62,527.5,76,EPF,2023-12-04,european open classic powerlifting championships
liv caspersen,74.5,312.5,76,IPF,2023-10-08,world masters classic & equipped powerlifting championships
livia espinosa doncel,51.3,322.5,52,EPF,2021-12-03,european classic powerlifting championships
livia nuzzo,51.38,292.5,52,EPF,2020-02-25,european university cup
livia nuzzo,56.98,340.0,57,IPF,2023-10-31,world university powerlifting cup
livy laure romain,62.0,295.0,63,EPF,2019-03-05,european masters classic championships
livy laure romain,68.0,322.5,72,IPF,2018-06-06,world classic powerlifting championships
llio godfrey-flower,68.19,438.0,69,IPF,2023-10-31,world university powerlifting cup
loane venot,56.84,352.5,57,IPF,2023-08-27,world junior and sub-junior classic championships
lodrina cherne,56.0,357.5,57,IPF,2015-06-05,world classic powerlifting championships
logina elghanam,72.28,362.5,76,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lois anderton,66.62,387.5,69,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
lois sprang,56.15,245.0,57,IPF,2024-10-05,world classic & equipped masters powerlifting championships
lola charpentier,68.18,372.5,69,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
long kiu tse,51.9,330.0,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
loreana acosta,56.55,352.5,57,IPF,2019-06-04,world classic powerlifting championships
lorena gambaretto,70.84,402.5,72,EPF,2019-09-06,western european championships
lorna cachia,62.3,397.5,63,IPF,2024-06-15,world classic powerlifting championships
lorraine balbiani,51.57,357.5,52,EPF,2022-09-09,western european powerlifting championships
lorraine box,51.4,247.5,52,EPF,2019-03-05,european masters classic championships
lorraine mckenna,83.1,400.0,84,EPF,2023-02-28,european masters classic powerlifting championships
lorraine mckenna,87.9,410.0,84+,IPF,2024-10-05,world classic & equipped masters powerlifting championships
lorraine yeung,62.1,395.0,63,IPF,2018-06-06,world classic powerlifting championships
loryn wright,69.45,387.5,76,IPF,2022-10-31,world university powerlifting cup
lot van der snickt,62.56,352.5,63,EPF,2022-12-17,benelux open powerlifting tournament
lota leinberga,56.18,312.5,57,EPF,2018-09-14,western european championships
lota leinberga,68.44,425.0,69,EPF,2022-11-25,european classic powerlifting championships
lou boonen,60.7,377.5,63,EPF,2024-03-01,european university cup
louise blair,66.4,265.0,72,IPF,2017-07-10,world university powerlifting cup
louise de jong,61.61,332.5,63,EPF,2020-03-09,european masters classic powerlifting championships
louise de jong,67.7,337.5,69,IPF,2022-10-08,world masters classic & equipped powerlifting championships
louise de jong,70.55,347.5,76,EPF,2022-03-07,european classic masters powerlifting championships
louise k whelan,71.0,400.0,72,IPF,2016-06-19,world classic powerlifting championships
louise k whelan,81.8,440.0,84,IPF,2019-06-04,world classic powerlifting championships
louise millar,62.7,367.5,63,IPF,2016-06-19,world classic powerlifting championships
louise millar,71.55,445.0,72,IPF,2018-06-06,world classic powerlifting championships
louise murray,51.47,352.5,52,EPF,2015-03-21,1st european women's classic championships
louise murray,55.35,380.5,57,EPF,2016-09-08,western european powerlifting championships
louise richardson,70.38,425.0,72,IPF,2017-06-14,world classic powerlifting championships
louise sinniah-burr,50.95,315.0,52,EPF,2018-03-06,european masters classic powerlifting championships
louise watton,62.5,370.0,63,IPF,2013-06-11,world classic powerlifting championships
louise wicks,83.3,352.5,84,EPF,2019-03-05,european masters classic championships
loujin hassan,60.85,252.5,63,IPF,2023-07-18,arab cup
lova norrblom,71.25,407.5,76,EPF,2021-12-03,european classic powerlifting championships
loïs dalla riva,61.91,375.0,63,EPF,2023-03-16,european classic university powerlifting cup
loïse guy,46.66,275.0,47,EPF,2023-10-10,european junior and sub-junior classic powerlifting championships
luana maia,65.05,297.5,69,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucia alvarez belmonte,49.7,335.0,52,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucia bernabeu gomez,50.16,300.0,52,IPF,2023-08-27,world junior and sub-junior classic championships
lucia puricelli,56.68,407.5,57,IPF,2018-06-06,world classic powerlifting championships
lucia puricelli,62.5,437.5,63,IPF,2019-06-04,world classic powerlifting championships
lucie chansard,46.9,290.0,47,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucie daňková,69.65,337.5,72,EPF,2018-11-24,european classic powerlifting championships
lucie daňková,74.56,400.0,76,IPF,2023-10-31,world university powerlifting cup
lucie genest,51.55,307.5,52,IPF,2022-10-31,world university powerlifting cup
lucie gregorová,62.56,330.0,63,EPF,2015-03-21,1st european women's classic championships
lucie kňourková,67.55,435.0,69,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucie peterová,68.2,367.5,69,EPF,2021-12-03,european classic powerlifting championships
lucie peterová,72.26,410.0,76,IPF,2023-08-27,world junior and sub-junior classic championships
lucie stefaniková,75.68,515.0,76,EPF,2023-12-04,european open classic powerlifting championships
lucienne bonnet arnal,51.95,255.0,52,IPF,2014-06-01,world classic powerlifting championships
lucile martin,56.32,312.5,57,EPF,2020-02-25,european university cup
lucrezia perrone,90.21,425.0,84+,EPF,2024-10-05,european classic sub-junior and junior powerlifting championships
lucy hart,60.61,335.0,63,IPF,2019-07-22,university powerlifting cup
lucy hudson vin,68.85,367.5,69,IPF,2024-08-28,world junior and sub-juniors powerlifting championships
lucy rayner,56.76,307.5,57,EPF,2015-03-21,1st european women's classic championships
lucy rayner,69.15,332.5,72,EPF,2016-03-05,european classic powerlifting championships
